con_cca_1,con_cca_2,con_cca_3,con_cca_4,con_cca_5,con_cca_6,con_cca_7,con_cca_8,con_cca_9,con_cca_10,con_cca_11,con_cca_12,con_cca_13,con_cca_14,con_cca_15,con_cca_16,con_cca_17,con_cca_18,con_cca_19,con_cca_20,con_cca_21,con_cca_22,con_cca_23,con_cca_24,con_cca_25,con_cca_26,con_cca_27,con_cca_28,con_cca_29,con_cca_30,con_cca_31,con_cca_32,con_cca_33,con_cca_34,con_cca_35,con_cca_36,con_cca_37,con_cca_38,con_cca_39,con_cca_40,con_cca_41,con_cca_42,con_cca_43,con_cca_44,con_cca_45,con_cca_46,con_cca_47,con_cca_48,con_cca_49,con_cca_50,con_cca_51,con_cca_52,con_cca_53,con_cca_54,con_cca_55,con_cca_56,con_cca_57,con_cca_58,con_cca_59,con_cca_60,con_cca_61,con_cca_62,con_cca_63,con_cca_64,con_cca_65,con_cca_66,con_cca_67,con_cca_68,con_cca_69,con_cca_70,con_cca_71,con_cca_72,con_cca_73,con_cca_74,con_cca_75,con_cca_76,con_cca_77,con_cca_78,con_cca_79,con_cca_80,con_cca_81,con_cca_82,con_cca_83,con_cca_84,con_cca_85,con_cca_86,con_cca_87,con_cca_88,con_cca_89,con_cca_90,con_cca_91,con_cca_92,con_cca_93
0.49093448369395704,0.51680182511371,0.5356539337134499,0.555358695194932,0.5927609651397011,0.632693548112411,0.650385543073424,0.655612984730344,0.649370060727745,0.637873935165692,0.628646263274854,0.6249649240090971,0.616450442355426,0.61133075568551,0.5846938791260561,0.538525031777128,0.49508264314165,0.49525542597465905,0.488806502677063,0.48252570371020104,0.47413493671539997,0.48989698032163703,0.492885004645874,0.49119925638726397,0.49322950694282003,0.5043282505393111,0.509291569038337,0.5059735878557511,0.506526501107862,0.5050361006367771,0.506612019632878,0.502898006907083,0.5073618000032489,0.508100939863548,0.524708177020793,0.525277286552956,0.5235987395646521,0.524350544135803,0.5254498858577,0.530631800890188,0.533836972556855,0.529656725815465,0.5318295115334629,0.529612474967511,0.5331821191812871,0.5288680804775829,0.530756276676413,0.541613745597791,0.5452571647238471,0.547442066981806,0.544119216325536,0.534715687417154,0.5279457598797921,0.525930982949967,0.5175912710916181,0.523430099184535,0.521746700204678,0.525010905552307,0.519578669061079,0.509232163164392,0.48791124491877796,0.475421239584146,0.465544691647174,0.45131982859973996,0.43940373290773205,0.43795890140675797,0.4339553821929821,0.424534543206628,0.4179126035380121,0.41844297754061105,0.41171484259234997,0.419151568216374,0.437657941500975,0.45288362853801206,0.47354662885315096,0.49228511793047397,0.49769057108836895,0.511185825129955,0.535757453963613,0.5380131431643921,0.538759093443795,0.538592277540611,0.543136700961663,0.5632726487556851,0.590344175867446,0.581251743209877,0.576819313388564,0.591637259671865,0.6047982542787521,0.611820618700455,0.607247100233918,0.5974376511208579,0.590477305298895
0.47216274369395705,0.48682187511371,0.50225765371345,0.523363545194932,0.5524401451397011,0.587200348112411,0.597012003073424,0.6026606547303439,0.592276660727745,0.5791859151656921,0.571425303274854,0.5640410340090971,0.5488670223554261,0.5148613556855101,0.46906373912605603,0.46548946177712797,0.49456427314165,0.502783365974659,0.5290918726770629,0.523695053710201,0.5009697567154,0.507011040321637,0.520687704645874,0.515370966387264,0.50766894694282,0.501739830539311,0.498280679038337,0.4993117778557511,0.48698145110786206,0.47974766063677704,0.478702419632878,0.47600673690708295,0.479585540003249,0.47813582986354797,0.47849806702079295,0.486959666552956,0.506591659564652,0.522025144135803,0.5445128258577,0.551068320890188,0.5453291225568551,0.544239395815465,0.534552271533463,0.529487844967511,0.5287802691812871,0.511686710477583,0.49841251667641295,0.487264475597791,0.48181398472384707,0.47917776698180603,0.476978566325536,0.480599487417154,0.474204589879792,0.457599082949967,0.452646121091618,0.450168059184535,0.45210893020467796,0.458148535552307,0.46185102906107894,0.468542243164392,0.46996070491877795,0.47656458958414505,0.466611591647174,0.46268073859973996,0.46905587290773204,0.47675208140675795,0.47879974219298205,0.47950873320662796,0.48183080353801205,0.48870465754061104,0.49405240259234995,0.507558728216374,0.520966071500975,0.5285265085380121,0.520066198853151,0.5465158279304739,0.564234631088369,0.557074455129955,0.5766789939636129,0.5894610031643921,0.575099153443795,0.589145657540611,0.603847880961663,0.6269639287556851,0.6265556758674461,0.6024468732098771,0.585967943388564,0.5778964296718649,0.584924664278752,0.603782348700455,0.606807020233918,0.5946983111208579,0.580274235298895
0.502373843693957,0.5136515751137101,0.53925418371345,0.574210145194932,0.6031339451397011,0.633591318112411,0.6357540730734239,0.635079914730344,0.620163800727745,0.6086281251656921,0.591028713274854,0.5680195540090971,0.5433477923554261,0.51347901568551,0.48714131912605607,0.484046481777128,0.49480484314165,0.490637135974659,0.487757912677063,0.47422798371020103,0.4738927167154,0.48071524032163704,0.47391927464587397,0.467014646387264,0.48499939694282,0.48700789053931104,0.478865509038337,0.4700109878557511,0.47247371110786207,0.48242469063677706,0.472528099632878,0.47583820690708295,0.47733363000324897,0.482508509863548,0.490733197020793,0.485277636552956,0.48358700956465206,0.474233734135802,0.4742299258577,0.468859010890188,0.472217572556855,0.478800785815465,0.4803440015334629,0.478948354967511,0.48024294918128707,0.48835173047758296,0.49930354667641297,0.506224995597791,0.5014466047238471,0.49112926698180603,0.49888148632553597,0.5020437674171541,0.502320749879792,0.49766644294996704,0.49002347109161803,0.486158789184535,0.47695640020467794,0.466280625552307,0.46007523906107894,0.46104809316439205,0.45063341491877795,0.444255339584146,0.437232891647174,0.44243388859974,0.44341336290773203,0.44642802140675797,0.44989598219298205,0.464656733206628,0.47374439353801207,0.48906726754061103,0.47554955259234993,0.470485758216374,0.44904884150097496,0.45581909853801206,0.468564488853151,0.489133007930474,0.517811571088369,0.5445336451299551,0.532531583963613,0.543595183164392,0.575506523443795,0.566936507540611,0.561187950961663,0.5618614987556851,0.4979371658674461,0.469341573209877,0.537664813388564,0.591687369671865,0.631816394278752,0.651894478700455,0.666319380233918,0.6714402611208579,0.6747586052988951
0.402189373693957,0.42251272511371,0.43989825371345,0.460023495194932,0.475129705139701,0.499025708112411,0.5169104930734241,0.5552692047303439,0.582648510727745,0.6005767351656921,0.613584243274854,0.608744274009097,0.604997872355426,0.60979751568551,0.612310759126056,0.6054501917771279,0.58783756314165,0.562726985974659,0.538849282677063,0.527778403710201,0.5353427767154,0.540706710321637,0.542770914645874,0.534026236387264,0.53216618694282,0.526483540539311,0.528589549038337,0.51708272785575,0.519267131107862,0.5283725806367771,0.536913339632878,0.541541606907083,0.541176760003249,0.529805609863548,0.5265746670207929,0.523053056552957,0.5322323395646521,0.543736574135802,0.5473110658577001,0.543532320890188,0.5403579125568551,0.549244215815465,0.5464427115334629,0.551365434967511,0.544251439181287,0.5418578704775829,0.527655586676413,0.526092935597791,0.5268218747238471,0.532258956981806,0.535292396325536,0.542186557417154,0.5406983798797921,0.535576152949967,0.528756061091618,0.523844499184535,0.5214700202046779,0.524644195552307,0.5195212990610789,0.520024873164392,0.509672714918779,0.509740499584145,0.49584093164717397,0.47329996859974,0.47068377290773206,0.459310801406758,0.4526219221929821,0.44375273320662795,0.44669906353801203,0.447316347540611,0.44234349259234995,0.44675671821637397,0.45530305150097494,0.45387738853801207,0.464320378853151,0.48818217793047397,0.49921901108836897,0.512767105129955,0.5182494439636129,0.530073183164392,0.535812093443795,0.5464978775406111,0.578546040961663,0.5892935287556851,0.5938302158674461,0.5973344232098771,0.602904493388564,0.605776869671865,0.613560184278752,0.609236088700455,0.595035550233918,0.5910878911208579,0.572129055298895
0.401874663693957,0.40558048511371003,0.39854865371345,0.386000925194932,0.408824815139701,0.42518298811241095,0.42962626307342405,0.44454547473034395,0.486943890727745,0.5100380651656921,0.5370969932748539,0.5495563140090971,0.553067532355425,0.55524513568551,0.551593719126056,0.540500491777128,0.5216248731416501,0.49374394597465904,0.467655352677063,0.44924048371020103,0.4328834867154,0.43025681032163704,0.413684074645874,0.417193166387264,0.43080960694282,0.43338631053931104,0.430985899038337,0.42934999785575106,0.4472919311078621,0.44756306063677703,0.444392809632878,0.44655516690708297,0.455550490003249,0.459815439863548,0.45886844702079294,0.45102802655295604,0.44790669956465207,0.428818924135802,0.43440993585770005,0.441319850890188,0.45451243255685503,0.464053515815465,0.4653603115334629,0.462280674967511,0.46829201918128704,0.47246401047758296,0.486501756676413,0.488924775597791,0.5030558647238471,0.504659716981806,0.508185186325536,0.496346667417154,0.490635859879792,0.47510545294996703,0.467371801091618,0.465883679184535,0.462820890204678,0.455823945552307,0.4466763890610789,0.44795789316439205,0.44835371491877796,0.455909169584146,0.465014971647174,0.46806637859974,0.46107591290773203,0.46536763140675796,0.45417946219298205,0.44614438320662797,0.43719238353801204,0.42639562754061106,0.40712848259234996,0.388304748216374,0.373108871500975,0.3724391485380121,0.366252398853151,0.374986497930474,0.391359721088369,0.40632095512995503,0.42775599396361297,0.44840497316439204,0.464620063443795,0.47336124754061104,0.471447830961663,0.459801388755685,0.49557966586744606,0.5698171532098771,0.607527083388564,0.600467009671865,0.5928705242787521,0.606147008700455,0.606712870233918,0.5915444711208578,0.552960595298895
0.45072958369395705,0.45350519511371,0.45753061371345,0.465502615194932,0.480415395139701,0.49371735811241096,0.500667443073424,0.508351354730344,0.535972710727745,0.562899245165692,0.583938213274854,0.6011203940090971,0.600442452355426,0.5910002756855101,0.593242889126056,0.5952501417771279,0.58979288314165,0.567463525974659,0.560097492677063,0.544271093710201,0.5307787667154,0.527055300321637,0.524251364645874,0.528467126387264,0.5284362869428201,0.526328690539311,0.514845819038337,0.51124282785575,0.5095146711078621,0.5101038706367771,0.514137999632879,0.510596586907083,0.509414750003249,0.515465289863548,0.532248067020793,0.539951826552956,0.5390547195646521,0.541124654135803,0.5400291358577001,0.539372930890188,0.541016042556855,0.549196665815465,0.5463854915334629,0.542981044967511,0.5365107791812871,0.528916630477583,0.530614516676413,0.533525615597791,0.536625854723847,0.545441736981806,0.553030556325536,0.5562951074171539,0.555639299879792,0.555343142949968,0.545477661091618,0.539378709184535,0.527891430204678,0.513349555552307,0.500444629061079,0.498563503164392,0.49354245491877796,0.49692513958414597,0.493856371647174,0.49333306859973997,0.48790191290773205,0.498408581406758,0.512274992192983,0.519401933206628,0.5305952735380121,0.540878557540611,0.54838742259235,0.553731488216374,0.560928071500975,0.570238808538012,0.579157988853151,0.592105327930474,0.5845320610883691,0.6041332651299549,0.619470093963613,0.6211175331643921,0.6180734334437951,0.6086901275406109,0.615644940961663,0.6227555587556851,0.6188222958674461,0.6118301232098771,0.5994891833885639,0.563978369671865,0.543890294278752,0.5573987087004549,0.543837910233918,0.522509111120858,0.513188845298895
0.553716683693957,0.5577723051137099,0.56041734371345,0.571083235194932,0.5848086451397011,0.617850938112411,0.641531263073424,0.653626874730344,0.653134700727745,0.637767875165692,0.629131083274854,0.6238689940090971,0.628956822355426,0.62689179568551,0.6137104491260561,0.5957022317771279,0.58492470314165,0.565233755974659,0.567497562677063,0.5603690337102011,0.5561459667154,0.5668248603216371,0.565756954645874,0.550246506387264,0.55235523694282,0.554664840539311,0.556007439038337,0.555171197855751,0.5536370211078621,0.557506250636777,0.544670209632878,0.542467876907083,0.545031180003249,0.5544172998635479,0.5645437270207929,0.569093576552957,0.568718729564652,0.566860224135803,0.5664960158576999,0.572106650890188,0.570071432556855,0.5659639458154649,0.563725611533463,0.560675144967511,0.561618359181287,0.5601039004775831,0.5597833866764129,0.554807675597791,0.5482764247238471,0.544929116981806,0.545571506325536,0.546380897417154,0.543391509879792,0.5413708629499671,0.5437520310916181,0.5417616691845349,0.539507430204678,0.525792075552307,0.5157238490610789,0.5141114231643921,0.5004898749187779,0.49675214958414504,0.487903261647174,0.49602075859974,0.5027395529077321,0.512106721406758,0.5197694721929821,0.524830113206628,0.532717233538012,0.544637507540611,0.5515743825923499,0.559208908216374,0.569198071500975,0.571378478538012,0.573628558853151,0.5691743679304739,0.5679295310883691,0.5762475051299549,0.5773942339636129,0.5810203631643921,0.588627023443795,0.6184167875406109,0.640023440961663,0.638929828755685,0.632102055867446,0.6162607332098771,0.616437203388564,0.613377289671865,0.6152691642787521,0.587502618700455,0.554903980233918,0.535540891120858,0.520945305298895
0.447732573693957,0.48076213511371,0.50249633371345,0.518157425194932,0.530473575139701,0.554344618112411,0.605302163073424,0.654798044730344,0.685501460727745,0.6894555151656919,0.6887897132748539,0.678640594009097,0.677228662355426,0.6697198756855101,0.6618220391260561,0.6575688417771279,0.64723903314165,0.6310452459746589,0.6104292926770629,0.6031387937102011,0.6105363167154,0.624282310321638,0.630688554645874,0.625977906387264,0.6212816669428199,0.6178798305393111,0.611060039038337,0.61135765785575,0.617644451107862,0.6088637606367769,0.596721139632878,0.581267376907083,0.574852490003249,0.571934879863548,0.574175017020793,0.575675486552957,0.581584019564652,0.579785564135803,0.5776375358577,0.578657000890188,0.573459332556855,0.5668853858154649,0.560586091533463,0.559676054967511,0.563144419181287,0.564469450477583,0.5707933066764129,0.572724545597791,0.5741413947238471,0.575859156981806,0.575100916325536,0.571428987417154,0.5595073998797919,0.554525402949968,0.554307191091618,0.5557948791845351,0.557935700204678,0.563950215552307,0.567207489061079,0.5527156431643921,0.5291985849187779,0.532615779584146,0.5240476916471729,0.5198347385997399,0.524778622907732,0.531708281406758,0.538614232192983,0.550203243206628,0.557056803538012,0.567135957540611,0.5761199525923499,0.5834871282163739,0.5953038415009749,0.602145548538012,0.613510628853151,0.6333244279304739,0.633415091088369,0.633179075129955,0.6441459239636129,0.6688754531643921,0.6851936834437949,0.692277467540611,0.693903640961663,0.6876689987556851,0.671822675867446,0.651279593209877,0.643314793388564,0.638602759671865,0.644121764278752,0.646720158700455,0.633615300233918,0.6121590211208578,0.584253845298895
0.49533996369395705,0.5057313151137101,0.51767280371345,0.540960815194932,0.583446425139701,0.633031738112411,0.649795253073424,0.6575982047303439,0.646145580727745,0.6279516551656921,0.614495963274854,0.5995314740090971,0.574654872355426,0.54335779568551,0.503321709126056,0.496503911777128,0.49571149314165003,0.495954905974659,0.498633122677063,0.48709290371020103,0.4745400067154,0.478536400321637,0.472705644645874,0.468416736387264,0.47237869694282003,0.476748410539311,0.476200569038337,0.47715381785575106,0.4756888311078621,0.47437914063677705,0.469182879632878,0.47308884690708297,0.47351238000324897,0.474731939863548,0.47806229702079295,0.477771656552956,0.4799564795646521,0.47365403413580204,0.4630033758577,0.456417750890188,0.449475282556855,0.448652505815465,0.45270256153346294,0.462294304967511,0.47350671918128706,0.480936660477583,0.493392186676413,0.496470195597791,0.5086445347238471,0.508737476981806,0.507045696325536,0.494841567417154,0.47851705987979204,0.478294202949967,0.48044711109161803,0.486627359184535,0.48624341020467793,0.466526095552307,0.44757022906107896,0.44746261316439206,0.42985297491877794,0.421243229584146,0.406580061647174,0.40024071859974,0.42370341290773206,0.44167016140675797,0.45978061219298205,0.46505448320662796,0.46398430353801207,0.470288087540611,0.47731195259234993,0.491115758216374,0.5000639715009749,0.509455948538012,0.518778218853151,0.538378677930474,0.548439521088369,0.559083485129955,0.5791452639636129,0.6094379531643921,0.629746333443795,0.635754497540611,0.635628890961663,0.6348181987556851,0.6427060558674461,0.6435435232098771,0.613559363388564,0.5636014796718649,0.531207804278752,0.520408118700455,0.5193677802339179,0.488402381120858,0.486125675298895
0.45808932369395705,0.47057680511371003,0.47967407371345,0.488621115194932,0.505602905139701,0.5339269281124109,0.5689675730734239,0.576077494730344,0.566328350727745,0.567652625165692,0.567552083274854,0.5772671440090971,0.567842642355426,0.56716872568551,0.5565242891260561,0.5390421617771279,0.54025037314165,0.532311525974659,0.5271772926770629,0.534254533710201,0.5208510267154,0.516896160321637,0.518481144645874,0.517738876387264,0.5102053069428201,0.512205860539311,0.507837809038337,0.49550092785575106,0.4923334711078621,0.49401120063677706,0.48604041963287803,0.47812198690708296,0.47046576000324897,0.463574519863548,0.45882182702079294,0.454351316552956,0.4524432895646521,0.451893214135802,0.45594375585770003,0.456164530890188,0.45617568255685503,0.450167605815465,0.44923306153346293,0.453615084967511,0.4579295691812871,0.45840292047758296,0.46624137667641297,0.462224145597791,0.4614313947238471,0.464840396981806,0.470433526325536,0.482739717417154,0.49261368987979204,0.503424502949968,0.514565391091618,0.515529779184535,0.5118194302046779,0.499595475552307,0.5038264990610789,0.511493573164392,0.505261814918778,0.512128899584146,0.515791181647174,0.5194495985997399,0.537869142907732,0.5500986214067579,0.5520696721929829,0.5475148032066279,0.5409220135380121,0.529251037540611,0.53500140259235,0.551929688216374,0.569967331500975,0.5780058985380121,0.593032668853151,0.621005727930474,0.6286347910883691,0.6372442651299549,0.6499425639636129,0.6683192031643921,0.696939583443795,0.7028540675406111,0.7028991809616629,0.698398188755685,0.6838472958674461,0.662939283209877,0.638479373388564,0.604246419671865,0.5776467242787521,0.5973293687004549,0.599263510233918,0.5882215811208579,0.572092985298895
